title,url,description,types
Perch Fillet with Potato and Pineapple Salad,https://eatsmarter.com/recipes/perch-fillet-with-potato-and-pineapple-salad,"Fo the fish: Heat oil in a nonstick skillet. Rinse and pat dry fish and cook, skin side down, for about 3 minutes. Turn over and cook for another 1-2 minutes. Season with salt and pepper and arrange on plates. Serve with the salad.","['Cooking', 'Fish', 'Vegetable', 'Potato', 'Dairy', 'Fruit', 'salad', 'Course', 'Lunch', 'Dinner', 'Menu', 'Main Course']"
Baked Fennel and Tomatoes,https://eatsmarter.com/recipes/baked-fennel-and-tomatoes,"Preheat the oven to 220°C (fan 200°C, gas mark 3-4) (approximately 425°F/convection 400°F). Remove fennel from the pot, drain and cut into thin slices. Rinse the tomatoes, remove the stem ends and cut the tomatoes into slices. Arrange tomatoes and fennel slices in alternating layers in a greased baking dish. Spread the cheese mixture over the vegetables and bake until browned, about 10 minutes.","['Cooking', 'Vegetable', 'Potato', 'Cheese', 'Herb', 'Lunch', 'Dinner', 'Main Course', 'low-carb']"
Coconut Chicken Soup with Pineapple,https://eatsmarter.com/recipes/coconut-chicken-soup-with-pineapple,"Heat oil in a pot. Saute chicken, chile pepper and snow peas briefly. Add coconut milk and chicken broth and bring to a boil. Season with salt, pepper and lemon juice.","['Cooking', 'Paleo Diet', 'Paleo dinner', 'Paleo Main Dish', 'Paleo lunch', 'Paleo Soup', 'Meat', 'Poultry', 'Chicken', 'Fruit', 'soup', 'Course', 'Brunch', 'Lunch', 'Menu', 'Appetizer', 'low-carb']"
Eggplant Slices with Chopped Vegetables,https://eatsmarter.com/recipes/eggplant-slices-with-chopped-vegetables,"Blanch the tomatoes, peel, remove seeds and cube. Rinse and cube peppers. Rinse the zucchini, remove stem and extract balls using a melon baller. Peel and finely chop onion and garlic.","['Cooking', 'Vegetable', 'Lunch', 'Dinner', 'Snack', 'Side Dish', 'Main Course', 'low-carb']"
Mixed Curried Vegetables,https://eatsmarter.com/recipes/mixed-curried-vegetables,"Rinse the apples and grapes, and pat dry. Cut the apples into wedges and remove seeds. Cut the grapes in half and remove seeds. Drain the pineapple and cut into small pieces.","['Cooking', 'Vegetable', 'Cabbage', 'Root Vegetable', 'Spices', 'Fruit', 'Pome Fruit', 'Stone Fruit', 'mushroom', 'Lunch', 'Dinner', 'Main Course']"
Spaghetti with Spicy Spring Vegetables,https://eatsmarter.com/recipes/spaghetti-with-spicy-spring-vegetables,"Meanwhile cut chile peppers lengthwise, remove seeds and finely chop. Peel garlic and squeeze through a garlic press. Rinse, shake dry and chop the parsley. Rinse scallions and cut into rings.","['Cooking', 'Vegetable', 'Legume', 'Cheese', 'Pasta', 'Spaghetti', 'Course', 'Lunch', 'Dinner', 'Menu', 'Main Course', 'Iron Deficiency', 'Easy', 'Family', 'Cooking on vacation', 'Meal for Four', 'Home Cooking', 'Classic', 'Quick', 'high-fiber', '600+ calorie', 'Mineral-rich', 'Vitamin-rich', 'European', 'Summer', 'Summer Vegetable', 'Summer Dish']"
Herbed Rice with Raisins and Pine Nuts,https://eatsmarter.com/recipes/herbed-rice-with-raisins-and-pine-nuts,"Heat the olive oil in a pot. Add the onion and cook until golden. Peel and press the garlic. Stir the scallions and garlic into the pot, and cook until fragrant. Remove the onion mixture from the pot and set aside. Stir the spinach and water into the pot, and cook for 5-8 minutes. Using and immersion blender, puree the spinach. Season with salt and pepper to taste.","['Cooking', 'Vegetable', 'Seed', 'Herb', 'Rice', 'Course', 'Lunch', 'Snack', 'Menu', 'Appetizer', 'Side Dish', 'Main Course']"
Vegetable Salad,https://eatsmarter.com/recipes/vegetable-salad-2,"Rinse the potatoes and cook, with skin, in salted water for about 20 minutes. Rinse and cut the green beans into pieces, then boil in salted water for about 12 minutes. Rinse the green beans with cold water and drain.","['Cooking', 'Vegetable', 'Potato', 'Herb', 'salad', 'Course', 'Brunch', 'Snack', 'Lunch', 'Menu', 'Appetizer', 'Side Dish']"
Asparagus and Avocado Salad,https://eatsmarter.com/recipes/asparagus-and-avocado-salad,"For the salad: Peel asparagus and cut off woody ends. Cut asparagus diagonally into thin slices. Halve and pit avocados, peel and slice. Squeeze lime juice and drizzle avocados with 1-2 teaspoons of lime juice. Rinse and quarter tomatoes. Rinse and spin dry romaine lettuce, tear into bite-sized pieces.","['salad', 'Healthy Eating', 'Low-calorie asparagus', 'Kazakh', 'Buffet', 'German', 'Easy', 'Family', 'festively', 'Guest', 'Birthday', 'Meat', 'Meat and Asparagus', 'Vegetable', 'Spices', 'Lunch', 'Dinner', 'Main Course', 'low-carb']"
Pasta Caprese,https://eatsmarter.com/recipes/pasta-caprese,"Cook tagliatelle according to package instructions in boiling salted water until al dente. Rinse basil, shake dry and pluck off leaves. Drain tagliatelle well. Add pasta and basil to tomatoes and mix well. Arrange on plates, sprinkle with Parmesan and serve. ","['Cooking', 'Vegetable', 'Cheese', 'Herb', 'Pasta', 'Pasta', 'Course', 'Snack', 'Lunch', 'Menu', 'Appetizer', 'Side Dish', 'Main Course']"
Rice Paper Rolls with Ginger and Vegetables,https://eatsmarter.com/recipes/rice-paper-rolls-with-ginger-and-vegetables,"Remove outer leaves of cabbage, if needed, then cut into strips. Rinse cabbage and spin dry. Peel carrot and cut into long, thin strips. Rinse bean sprouts and spin dry. Peel ginger and finely chop.","['Cooking', 'Vegetable', 'Herb', 'Rice', 'Soy', 'Course', 'Lunch', 'Snack', 'Menu', 'Appetizer', 'Side Dish', 'Main Course', 'Asian']"
Duck Breasts with Vanilla Onion Confit,https://eatsmarter.com/recipes/duck-breasts-with-vanilla-onion-confit,"Pour the excess fat from the pan into a small saucepan and place over medium heat. Add the onions to the saucepan and sauté briefly. Cut the vanilla beans in half lengthwise, scrape out the seeds and add to the saucepan. Add the brown sugar and continue cooking for 8-10 minutes, until caramelized. Season with salt and pepper. ","['Duck', 'Vegetable', 'Spices', 'Herb', 'Lunch', 'Dinner', 'Rustic', 'German', 'Guest', 'low-carb']"
Lobster Salad,https://eatsmarter.com/recipes/lobster-salad,"Rinse watercress, pat dry and remove coarse stems. Peel 2 oranges, remove pith and membranes and collect the juice. Juice other oranges. Heat 20 g (approximately 1 1/2 tablespoons) butter in a pan. Split vanilla bean, scrape seeds into butter and drop in pod. Add orange juice and season with a pinch of salt and cayenne pepper. Gently simmer for 2-3 minutes.","['salad', 'Fish', 'Spices', 'Herb', 'Sauce', 'Lunch', 'Dinner', 'Appetizer', 'Buffet', 'German', 'festively', 'Guest', 'low-carb']"
Beef Stew with Vegetables,https://eatsmarter.com/recipes/beef-stew-with-vegetables-3,"Slowly let it come to a boil, skimming off the foam and fat. Let simmer for about 1 hour.","['Stew', 'Paleo Diet', 'Paleo dinner', 'Paleo Main Dish', 'Paleo lunch', 'Paleo Soup', 'Cooking', 'Meat', 'Vegetable', 'soup', 'Course', 'Lunch', 'Dinner', 'Menu', 'Main Course', 'low-carb']"
Pasta Shells,https://eatsmarter.com/recipes/pasta-shells,"Peel onion and garlic, chop onion and slice garlic. Heat olive oil in a nonstick skillet and saute broccoli, onion and garlic briefly. Remove broccoli from the pan and keep warm. ","['Cooking', 'Vegetable', 'Onion', 'Cheese', 'Dairy', 'Pasta', 'Broth', 'Course', 'Lunch', 'Dinner', 'Menu', 'Main Course', 'Rustic', 'German', 'Easy', 'Family', 'Meal for Four', 'everyday meal', 'Quick', 'Vegetarian', 'Vegetarian Entree']"
Tortellini Gratin,https://eatsmarter.com/recipes/tortellini-gratin,"Rinse sage, pat dry well and remove leaves. Briefly fry leaves in hot butter. Season with pepper.","['Pasta', 'Vegetarian', 'Vegetarian Entree', 'What to Cook on the Weekend?', 'German', 'Easy', 'Family', 'Meal for Four', 'everyday meal', 'Quick', 'College Cooking', 'weekend cooking', 'Spices', 'Cheese', 'Dairy', 'Course', 'Lunch', 'Dinner', 'Menu', 'Main Course']"
Hearty Lamb Stew,https://eatsmarter.com/recipes/hearty-lamb-stew,"Heat olive oil in a large pot. Sauté the lamb, onions and garlic until browned. Season with salt and pepper. Stir in the peppers, rice and spices and sauté briefly. Stir in the tomato paste and beef broth, cover and simmer for 20 minutes.  ","['Cooking', 'Meat', 'Lamb', 'Vegetable', 'fruit-vegetable', 'Legume', 'Onion', 'Spices', 'Rice', 'soup', 'Stew', 'Lunch', 'Dinner', 'Main Course', 'Exotic', 'Meal for Four', 'Guest']"
Stuffed Bream in Salt Crust with Vinaigrette,https://eatsmarter.com/recipes/stuffed-bream-in-salt-crust-with-vinaigrette,"Chop sage finely. Combine fennel, celery, fennel leaves and sage leaves, add a few drops of olive oil and stuff fish with the mixture. ","['Fish', 'Lunch', 'Dinner', 'Main Course', 'low-carb']"
Pumpkin Risotto with Fried Sage,https://eatsmarter.com/recipes/pumpkin-risotto-with-fried-sage,Stir in parmesan and remaining butter and season with salt and pepper.,"['Cooking', 'with Alcohol', 'Vegetable', 'Cheese', 'Herb', 'Rice', 'Risotto', 'Course', 'Lunch', 'Snack', 'Menu', 'Appetizer', 'Side Dish']"
Potato and Green Bean Stir-fry,https://eatsmarter.com/recipes/potato-and-green-bean-stir-fry,Drain potatoes and beans. Let potatoes cool for a moment. Mix crème fraîche with milk and season with salt and pepper. Peel the potato.,"['Cooking', 'Milk', 'Vegetable', 'fruit-vegetable', 'Legume', 'Onion', 'Spices', 'Potato', 'Herb', 'Dairy', 'Sauce', 'Dips', 'Lunch', 'Dinner', 'Side Dish', 'hearty side dish', 'Main Course', 'skillet dish', 'Meal for Four', 'everyday meal', 'Vegetarian', 'Vegetarian Entree']"
Cress Potatoes in Cream Sauce,https://eatsmarter.com/recipes/cress-potatoes-in-cream-sauce,"For the sauce, heat the butter and sauté the flour in it. Deglaze with the broth and the milk and simmer over low heat for about 5 minutes. Stir in the cheese and allow it to melt. Season the sauce with salt, pepper, nutmeg and lemon juice.","['Potato', 'Cooking', 'Herb', 'Sauce', 'Cream Sauce', 'Lunch', 'Dinner', 'Snack', 'Menu', 'Side Dish', 'Main Course', 'Rustic', 'Easy', 'Family', 'everyday meal', 'crowdpleaser', 'Garden Party', 'Guest', 'Country Style', 'Picnic', 'Quick', 'College Cooking', 'non-alcoholic', 'egg-free', 'meat-free', 'Boneless', 'Vegetarian', 'Vegetarian Snack', 'Vegetarian Entree', 'Low-sugar']"
Shrimp and Mango Kebabs,https://eatsmarter.com/recipes/shrimp-and-mango-kebabs,Cook the wild rice according to package directions.,"['Cooking', 'Vegetable', 'Herb', 'Seafood', 'Shellfish', 'Shrimp', 'Fruit', 'Rice', 'Course', 'Lunch', 'Snack', 'Menu', 'Main Course']"
Asparagus with Shrimp and Basil,https://eatsmarter.com/recipes/asparagus-with-shrimp-and-basil,"Meanwhile, toast the pine nuts in a dry skillet until golden brown. Pluck the basil leaves and sauté in some hot oil.","['Cooking', 'Low-calorie asparagus', 'Vegetable', 'Seed', 'Herb', 'Seafood', 'Shellfish', 'Shrimp', 'Course', 'Snack', 'Lunch', 'Menu', 'Appetizer', 'Side Dish', 'Main Course', 'low-carb']"
Eggplant Gratin,https://eatsmarter.com/recipes/eggplant-gratin,"Peel and finely chop the onion and garlic. Heat 2 tablespoons of olive oil. Saute the onion, garlic and provencal herbs. Add the tomatoes, crush finely and boil down into a thick, creamy sauce. Stir occasionally. Season with salt and pepper.","['Vegetable', 'fruit-vegetable', 'Onion', 'Cheese', 'Herb', 'Course', 'Lunch', 'Dinner', 'Menu', 'Main Course', 'Family', 'Meal for Four', 'everyday meal', 'weekend cooking', 'Vegetarian', 'Vegetarian Entree', 'low-carb']"
Turkey Kebabs with Mustard Dip,https://eatsmarter.com/recipes/turkey-kebabs-with-mustard-dip,Preheat the oven to 250°C (approximately 475ºF / gas mark 6).,"['Cooking', 'Meat', 'Poultry', 'Turkey', 'Vegetable', 'Spices', 'Dairy', 'Lunch', 'Snack', 'Finger Food', 'Appetizer', 'Main Course', 'low-carb']"
