title,url,description,types
Chard Leaves Stuffed with Chicken and Rice,https://eatsmarter.com/recipes/chard-leaves-stuffed-with-chicken-and-rice,"Whole grain rice contains valuable nutrients, including in particular the B vitamins, which are essential for our nerves and for the metabolism.",[]
Rice and Crispy Salmon with Turmeric Dressing,https://eatsmarter.com/recipes/rice-and-crispy-salmon-with-turmeric-dressing,"Purple vegetables like beet and red cabbage are rich in healthy pigments. The so-called anthocyanins strengthen the heart, protect cells and can even prevent the development of cancer.","['Fish', 'nutritional', 'High-protein', 'High-protein Fish Dish', 'Healthy Eating', 'Cooking', 'Rice', 'Course', 'Lunch', 'Dinner']"
Persian Chicken Skewers,https://eatsmarter.com/recipes/persian-chicken-skewers,"Phosphorus is an important component of bones and teeth. Great that chicken meat provides us with it well. In addition, it provides high-quality protein that can be ideally processed in the body. Brown rice contains more fiber than husked rice. These swelling substances stimulate the movement of the intestines and help to lower elevated cholesterol levels.","['Persian', 'nutritional', 'High-protein', 'High-protein Poultry Dish', 'Healthy Eating', 'regional', 'African', 'Arabic', 'Cooking', 'Meat', 'Poultry', 'Chicken', 'Rice', 'Course', 'Lunch', 'Dinner']"
Chickpea Ragout with Paneer,https://eatsmarter.com/recipes/chickpea-ragout-with-paneer,"Paneer - the firm fresh cheese made from cow's milk - has a good portion of calcium, which is good for tooth enamel and bone stability. This chickpea paneer is rich in iron, a trace element needed for blood formation, and contains digestive fiber.","['Vegetarian', 'nutritional', 'Clean Eating', 'High-protein', 'High-protein Vegetarian Dish', 'Healthy Eating', 'Vegetarian Lunch', 'Vegetarian Dinner', 'Vegetarian Entree', 'regional', 'Asian', 'Indian', 'Cooking', 'Vegetable', 'Legume', 'Cheese', 'Rice', 'Course', 'Lunch', 'Dinner']"
Sushi Bowl with Tuna and Radish,https://eatsmarter.com/recipes/sushi-bowl-with-tuna-and-radish,"The essential mustard oils from wasabi render pathogenic bacteria and viruses harmless. Possible infections have it thereby clearly more heavily. The iron content of Tuna is impressive at 1 milligram per 100 grams - the trace element supports, among other things, the oxygen supply to the muscles.","['High-protein Fish Dish', 'nutritional', 'High-protein', 'Healthy Eating', 'regional', 'Asian', 'Japanese', 'Special', 'Cooking', 'Fish', 'Rice', 'Course', 'Lunch', 'Dinner', 'Menu', 'Main Course']"
Roasted Eggplant with Fava Beans,https://eatsmarter.com/recipes/roasted-eggplant-with-fava-beans,"Eggplant provide potassium, a mineral needed for stimulus transmission in the brain. It also activates kidney activity, normalizing blood pressure and acid-base balance. Good for the heart: Avocado Contains many unsaturated fatty acids, which have a positive effect on high cholesterol and heart health. In addition, its vitamin E keeps the vessels supple and prevents arteriosclerosis.","['Asian', 'nutritional', 'Clean Eating', 'high-fiber', 'High-fiber Vegetarian Dish', 'Healthy Eating', '400-500 Calorie', 'lactose-free', 'lactose-free vegetarian', 'Vegan', 'Vegan Lunch', 'Vegan Dinner', 'Vegan Entree', 'regional', 'seasonal', 'Summer', 'Summer Vegetable', 'Summer Dish', 'Cooking', 'Vegetable', 'Rice', 'Course', 'Lunch', 'Dinner', 'Menu', 'Main Course']"
Kimchi Fried Rice,https://eatsmarter.com/recipes/kimchi-fried-rice,"Due to the lactic acid bacteria from Kimchi strengthen the diversity of microorganisms in our intestines - which in turn has a positive effect on our immune system and digestion. Cashews offer some iron, which is needed for oxygen transport in the blood.","['Rice', 'nutritional', '500-600 Calorie', 'lactose-free', 'lactose-free vegetarian', 'Vegetarian', 'Vegetarian Lunch', 'Vegetarian Dinner', 'Vegetarian Entree', 'regional', 'Asian', 'Korean', 'seasonal', 'Spring', 'Summer', 'Autumn', 'Cooking', 'Course', 'Lunch', 'Dinner', 'Menu', 'Main Course']"
"Risotto with Pumpkin, Beet and Goat Cheese",https://eatsmarter.com/recipes/risotto-with-pumpkin-beet-and-goat-cheese,With about 300 milligrams per 100 grams pumpkin has a high potassium content. This stimulates kidney and bladder activity and thus dehydrates. An optimal ratio between omega-3 and omega-6 fatty acids offers canola oil. This can inhibit inflammatory processes and strengthen the heart.,"['Risotto', 'nutritional', 'Clean Eating', 'high-fiber', 'High-fiber Vegetarian Dish', 'Healthy Eating', 'Gluten-free', 'Gluten-free Vegetarian Recipe', 'Gluten-free Dinner', 'Gluten-free Lunch', '500-600 Calorie', 'Vegetarian', 'Vegetarian Lunch', 'Vegetarian Dinner', 'Vegetarian Entree', 'Classic', 'regional', 'European', 'Italian', 'Scandinavian', 'seasonal', 'Autumn', 'Autumn Dinner', 'Autumn Lunch', 'Autumn Vegetable', 'Autumn Dish', 'winter', 'Winter Vegetable', 'Winter Dish', 'Cooking', 'Vegetable', 'Cheese', 'Rice', 'Course', 'Lunch', 'Dinner', 'Menu', 'Main Course']"
Risotto Without Parmesan,https://eatsmarter.com/recipes/risotto-without-parmesan,Green plant power: The high proportion of chlorophyll in the asparagus spears boosts cell regeneration and blood purification. The sulfur-like essential oils from wild garlic promote detoxification of the liver and thus relieve the metabolism.,"['Asparagus risotto', 'nutritional', 'Gluten-free', 'Gluten-free Vegetarian Recipe', 'Gluten-free Dinner', 'Gluten-free Lunch', 'lactose-free', 'lactose-free vegetarian', 'Vegetarian', 'Vegetarian asparagus', 'Vegetarian Lunch', 'Vegetarian Dinner', 'Vegetarian Entree', 'Osteoporosis', 'Classic', 'regional', 'European', 'Italian', 'seasonal', 'Spring', 'Spring Vegetable', 'Cooking', 'Rice', 'Risotto', 'Course', 'Lunch', 'Dinner', 'Menu', 'Main Course', 'Low-sugar']"
Almond Milk Rice Pudding,https://eatsmarter.com/recipes/almond-milk-rice-pudding,"Due to the antioxidants in raspberries blood vessels are strengthened, blood circulation is promoted and the entire body is better supplied with nutrients. Regularly use whole grain products such as brown rice because they contain a lot of vital substances. The fiber they contain also stimulates digestion and keeps you full for a long time.","['Rice Pudding', 'nutritional', 'Gluten-free', 'Gluten-free Snack', 'Gluten-free Vegan Recipe', 'Gluten-free Dessert', 'Gluten-free Breakfast', 'lactose-free', 'lactose-free vegetarian', 'Lactose-free Snacks', 'Lactose-free Dessert', 'Vegan', 'Vegan Breakfast', 'Vegan Snack', 'Vegan Dessert', 'Vegetarian', 'Crohn&#039;s Disease', 'Fertility', 'Gout', 'high cholesterol', 'Hypertension', 'Iron Deficiency', 'Irritable Bowel Syndrome', 'Lactation', 'Osteoarthritis', 'Stress', 'regional', 'European', 'German', 'seasonal', 'Summer', 'Cooking', 'Rice', 'Course', 'Brunch', 'Breakfast', 'Sweet Breakfast', 'Snack', 'Menu', 'Dessert', 'easy dessert', 'Fruit Dessert', 'Low-calorie']"
Vegetable Biryani,https://eatsmarter.com/recipes/vegetable-biryani,"With a lot of vitamin C trumps Cauliflower comes up trumps. The water-soluble vitamin supports strong defenses. Yogurt provides our body with plenty of calcium, a mineral that is important for healthy bones and teeth.","['Rice', 'nutritional', 'Gluten-free', 'Gluten-free Vegetarian Recipe', 'Gluten-free Dinner', 'Gluten-free Lunch', 'Fertility', 'Iron Deficiency', 'Lactation', 'Osteoarthritis', 'Osteoporosis', 'Stress', 'regional', 'Asian', 'Indian', 'seasonal', 'Spring', 'Summer', 'Autumn', 'Cooking', 'Course', 'Lunch', 'Dinner', 'Menu', 'Main Course']"
Vegan Fried Rice,https://eatsmarter.com/recipes/vegan-fried-rice,"High in protein, complex carbohydrates, and fiber lentils have vitamins of the B group and iron. Thus, they fill the stomach, provide increased performance and push the muscles. This supports digestion: Onions contain relatively many plant fibers and sulfur-containing essential oils - both of which have a positive effect on the intestinal flora.","['Rice', 'nutritional', 'Gluten-free', 'Gluten-free Vegan Recipe', 'Gluten-free Dinner', 'Gluten-free Lunch', 'lactose-free', 'lactose-free vegetarian', 'Crohn&#039;s Disease', 'Fertility', 'high cholesterol', 'Hypertension', 'Iron Deficiency', 'Lactation', 'Osteoarthritis', 'Stress', 'regional', 'Asian', 'European', 'seasonal', 'Spring', 'Summer', 'Autumn', 'winter', 'Special', 'Cooking', 'Course', 'Lunch', 'Dinner', 'Menu', 'Main Course', 'Low-sugar']"
