title,url,description,types
"Smoothie Bowl with Egg, Avocado and Snap Peas",https://eatsmarter.com/recipes/smoothie-bowl-with-egg-avocado-and-snap-peas,"Vitamin A, for example from eggs, is of great importance for vision. It helps the eye to remain elastic and to adapt well to brightness and darkness. Potassium is needed for the functioning of body cells as well as healthy blood pressure. In avocados this mineral is abundant.","['Vegetarian', 'nutritional', 'Clean Eating', 'Healthy Eating', 'Light Cooking', 'low-carb', 'Vegetarian Breakfast', 'Vegetarian Lunch', 'Vegetarian Dinner', 'Course', 'Brunch', 'Snack', 'Breakfast', 'Hearty Breakfast', 'Lunch', 'Dinner', 'Snack', 'Low-calorie', 'Low-sugar']"
Greek Yogurt with Fruit and Flaxseed,https://eatsmarter.com/recipes/greek-yogurt-with-fruit-and-flaxseed,"Cold-pressed flaxseed oil has a very high content of essential alpha-linolenic acid. Among other things, this acid helps regulate blood pressure.  ","['healthy', 'nutritional', 'Clean Eating', 'diet', 'High-protein', '250-400 Calorie', 'Vegetarian', 'Diabetic', 'Elevated Blood Lipid', 'Heart Problems', 'high cholesterol', 'Hypertension', 'Stomach Discomfort', 'Quick', 'Easy', 'Sweet', 'Brunch', 'Breakfast', 'Porridge', 'muesli', 'Sweet Breakfast']"
Pancakes with Yogurt and Kiwi,https://eatsmarter.com/recipes/pancakes-with-yogurt-and-kiwi,"If protein-rich foods are heavy on the stomach, you should eat kiwis with them. Their flesh contains the enzyme actinidine, which can facilitate the digestion of proteins. ","['Breakfast', '400-500 Calorie', 'Vegetarian']"
Golden Granola with Spelt and Buckwheat,https://eatsmarter.com/recipes/golden-granola-with-spelt-and-buckwheat,Turmeric owes its bright yellow colour to curcumin. The flavonoid inhibits inflammation and also helps with stomach and digestive problems.,"['Clean Eating', 'high-fiber', 'Healthy Eating', 'Vegetarian', 'Brunch', 'Breakfast', 'muesli', 'Sweet Breakfast']"
Keto Spice Cocoa,https://eatsmarter.com/recipes/keto-spice-cocoa,"The chili flakes in this keto hot chocolate helps the body release endorphins, while the chocolate is packed with serotonin and dopamine, which could also help put you in a good mood. ","['Hot Chocolate', 'Gluten-free', 'Gluten-free Beverage', 'Gluten-free Breakfast', 'low-carb', 'non-alcoholic', 'egg-free', 'meat-free', 'Vegetarian', 'Vegetarian Breakfast', 'Vegetarian Snack', 'Vegetarian Dessert', 'Low-sugar', '10-Minute', 'Quick', 'Meal for Four', 'Beverage', 'Cocoa', 'Spices', 'Dairy', 'Snack', 'Breakfast']"
Oat Bread,https://eatsmarter.com/recipes/oat-bread-0,The oats in this bread are packed with valuable protein.,"['Bread', 'Baking', 'nutritional', 'Low-cholesterol', 'Healthy Eating', 'lactose-free', 'non-alcoholic', 'egg-free', 'Vegan', 'Vegan Baking', 'Vegetarian', 'healthy', 'Gut Flora', 'Classic', 'Special', 'Rustic', 'everyday meal', 'crowdpleaser', 'Home Cooking', 'Winter cabin', 'Classic', 'Vintage', 'Brunch', 'Snack', 'Breakfast']"
Compound Butter with Herbs,https://eatsmarter.com/recipes/compound-butter-with-herbs,The medium-chain fatty acids from Butter are easily digestible and have an antibacterial effect. The pure natural product is traditionally made from the settled cream of milk.,"['Spread', 'nutritional', 'Gluten-free', 'low-carb', 'non-alcoholic', 'egg-free', 'meat-free', 'Vegetarian', 'regional', 'European', 'American', 'seasonal', 'Spring', 'Easter', 'grilled', 'Special', '25-Minute', 'German', 'Classic', 'Cooking', 'Herb', 'Dairy', 'Course', 'Brunch', 'Snack', 'Breakfast']"
Granola with Mulberries,https://eatsmarter.com/recipes/granola-with-mulberries,"Pecan nuts are rich in proteins and various B vitamins. These are good for nerves, brain and muscles. The vitamin A, which is also abundant, protects eyes and mucous membranes. A great special feature of mulberries is their resveratrol content. This plant substance, which belongs to the polyphenols, is considered to be particularly antioxidant. In plain language: Resveratrol can protect the body cells highly effectively against harmful substances.","['Breakfast', 'Vegan', 'Vegan Breakfast', 'Vegan Snack', 'Vegetarian', 'Easy', 'Sweet Breakfast', 'Low-calorie']"
Waffles with Salmon,https://eatsmarter.com/recipes/waffles-with-salmon,"The cucumber, fennel and herbs bring into play many alkaline minerals such as potassium, magnesium, iron and calcium.","['Waffle', 'pastry', 'Easter', 'Easter Brunch', 'Easter Breakfast', 'Brunch', 'Breakfast', 'Hearty Breakfast']"
Baked Oatmeal with Blueberries,https://eatsmarter.com/recipes/baked-oatmeal-with-blueberries,"For those who feel stressed, you can take flaxseed and bananas can provide relief. Both score with magnesium, which ensures good nerve function and mental balance. Especially the high zinc content of oatmeal is not to be underestimated: This trace element is important for skin and hair.","['Breakfast', 'nutritional', 'Clean Eating', 'high-fiber', 'Healthy Eating', '250-400 Calorie', 'Vegan', 'Vegan Breakfast', 'Vegan Snack', 'Vegan Dessert', 'Course', 'muesli', 'Sweet Breakfast', 'Snack', 'Menu', 'Dessert']"
Vegan Spinach Muffins,https://eatsmarter.com/recipes/vegan-spinach-muffins,The omega-3 fatty acids from Pistachios can slow down inflammation and lower elevated cholesterol levels. The mix of magnesium and potassium makes the Bananas a stress killer. Symptoms like restlessness and insomnia have no chance.,"['muffin', 'Baking', 'pastry', 'Dough', 'cake batter', 'nutritional', 'Clean Eating', 'Healthy Eating', 'Vegan', 'Vegan Snack', 'Vegan Dessert', 'Low-sugar', 'Course', 'Breakfast', 'Sweet Breakfast', 'Snack', 'Menu', 'Dessert']"
Blueberry Pear Spirulina Smoothie,https://eatsmarter.com/recipes/blueberry-pear-spirulina-smoothie,"Pears offer quite a bit of copper. As a vital trace element, it is involved in the formation of collagen as well as elastin in the connective tissue and thus conjures up firm, supple skin. Did you know that zinc promotes wound healing? Spirulina is an excellent source of it.","['Superfood Smoothie', 'nutritional', 'Healthy Eating', 'Gluten-free', 'Gluten-free Snack', 'Gluten-free Beverage', 'Gluten-free Breakfast', '100-250 Calorie', 'lactose-free', 'Lactose-free Beverage', 'Superfoods', 'Vegan', 'Vegan Breakfast', 'Vegan Snack', 'regional', 'European', 'seasonal', 'Summer', 'Beverage', 'non-alcoholic', 'Smoothie', 'Fruit Smoothie', 'Course', 'Brunch', 'Breakfast', 'Snack']"
Sweet Potato Toast with Cashew Spread and Egg,https://eatsmarter.com/recipes/sweet-potato-toast-with-cashew-spread-and-egg,"Sweet potatoes provide plenty of potassium and help stabilize blood pressure because the mineral brings the fluid and electrolyte balance in a healthy balance. Egg yolks present considerable amounts of various B vitamins, which play an important role in the brain, nerves, and the entire metabolism.","['Sandwich', 'nutritional', 'Clean Eating', 'Vegetarian', 'Course', 'Brunch', 'Snack', 'open-face sandwich', 'Breakfast', 'Hearty Breakfast', 'Lunch', 'Snack']"
Chia Mint Pudding with Strawberries,https://eatsmarter.com/recipes/chia-mint-pudding-with-strawberries,"Pistachios are rich in polyunsaturated fatty acids, which can have a positive effect on cholesterol levels. Chia seeds provide the body with a lot of iron, calcium and high-quality amino acids.","['Clean Eating', 'Superfoods', 'Chia', 'Chia pudding', 'Vegan', 'Vegetarian', 'Breakfast', 'Sweet Breakfast', 'Low-calorie']"
Yogurt Cream with Berries,https://eatsmarter.com/recipes/yogurt-cream-with-berries,"The combination of protein-rich Greek yogurt and coconut milk with MTC fats is particularly attractive for athletes, because we need the protein to maintain and build up the muscles. With MCT fats we discuss whether they are able to increase performance and fat burning. By the way, these are medium-chain fatty acids which can be quickly absorbed by the body.","['Breakfast', 'diet', 'Low Carb Diet', 'High-protein', 'Gluten-free', 'Gluten-free Breakfast', 'low-carb', 'low-carb breakfast', 'low-carb vegetarian', 'non-alcoholic', 'egg-free', 'meat-free', 'Vegetarian', 'Vegetarian Breakfast', 'Low-sugar', 'seasonal', 'Summer', 'Autumn', '15-Minute', 'Quick', 'Meal for Two', 'Dairy', 'Fruit', 'Brunch', 'Snack', 'Sweet Breakfast', 'Cream']"
Strawberry Papaya Smoothie,https://eatsmarter.com/recipes/strawberry-papaya-smoothie,"This mix of strawberries, papaya, and kiwis provides more than double your daily recommended serving of vitamin C in just one glass!",[]
Morning Oatmeal with Oranges and Figs,https://eatsmarter.com/recipes/morning-oatmeal-with-oranges-and-figs,"Suffer from sluggish digestion? Then flaxseed is the way to go. These tiny seeds contain mucilages, which help kickstart a sluggish digestion.  ","['healthy', 'nutritional', 'Clean Eating', 'high-fiber', 'Healthy Eating', 'Milk-free', 'Vegan', 'Vegan Breakfast', 'Vegetarian', 'Low-sugar', 'One-Pot', 'Course', 'Breakfast', 'Porridge', 'muesli', 'Sweet Breakfast']"
Overnight Oats with Apple and Walnuts,https://eatsmarter.com/recipes/overnight-oats-with-apple-and-walnuts,These overnight oats take less than 15 minutes to put together and contain valuable plant proteins from the oats and walnuts and fiber from the apples.,"['Gluten-free Breakfast', 'Clean Eating', 'high-fiber', 'High-fiber Vegetarian Dish', 'Fitness', 'Healthy Eating', 'Gluten-free', 'Gluten-free Vegetarian Recipe', 'Vegetarian', 'Vegetarian Breakfast', 'healthy', 'Iron Deficiency', 'eating at work', 'In a jar', 'Easy', 'Simple vegetarian', 'Meal for Two', 'everyday meal', 'weight-loss', 'Dairy', 'Fruit', 'Pome Fruit', 'Breakfast', 'Porridge', 'muesli', 'Sweet Breakfast']"
Tomato Spread with Toast,https://eatsmarter.com/recipes/tomato-spread-with-toast,"Tomatoes contain the natural plant pigment lycopene, which has an antioxidant effect. This means that the plant substance can protect our body cells from harmful environmental influences and thus counteracts the development of cancer","['open-face sandwich', 'high-fiber', 'Low-cholesterol', 'Healthy Eating', 'non-alcoholic', 'egg-free', 'meat-free', 'Milk-free', 'Vegan', 'Vegan Breakfast', 'Vegan Snack', 'Vegetarian', 'Vegetarian Breakfast', 'Vegetarian Snack', 'healthy', 'Gut Flora', '15-Minute', 'Rustic', 'German', 'Meal for Four', 'everyday meal', 'Country Style', 'Picnic', 'Brunch', 'Snack', 'Breakfast', 'Spread', 'Hearty Breakfast']"
Stuffed Avocado with Cottage Cheese and Rye Bread,https://eatsmarter.com/recipes/stuffed-avocado-with-cottage-cheese-and-rye-bread,"Cottage cheese gives this breakfast the ultimate protein kick: Thus, it already nourishes our muscles in the morning and serves as a cell building material. Potassium from the avocado lets us start the day more relaxed, as this mineral has a calming effect.","['Lunch', 'Clean Eating', 'High-protein', 'High-protein Appetizer', 'High-protein Vegetarian Dish', 'High-protein Snack', 'Superfoods', 'Vegetarian', 'Breakfast', 'Hearty Breakfast']"
Deviled Eggs with Beets and Capers,https://eatsmarter.com/recipes/deviled-eggs-with-beets-and-capers,"Abundant beta-carotene from spinach ensures that harmful free radicals are neutralized. As a vitamin A precursor, the antioxidant is also essential for bone, cartilage, and dental health. Garden cress contains the B vitamin folic acid, which plays an essential role in growth, cell division, and the formation of blood cells.","['Eggs', 'nutritional', 'Gluten-free', 'Gluten-free Snack', 'Gluten-free Vegetarian Recipe', 'Gluten-free Dinner', 'Gluten-free Breakfast', 'Gluten-free Lunch', 'low-carb', 'Vegetarian', 'Vegetarian Breakfast', 'Vegetarian Lunch', 'Vegetarian Dinner', 'Vegetarian Appetizers', 'Vegetarian Snack', 'Crohn&#039;s Disease', 'Diabetic', 'Fertility', 'Gout', 'high cholesterol', 'Iron Deficiency', 'Lactation', 'Osteoarthritis', 'Pregnancy', 'Stress', 'Classic', 'regional', 'European', 'German', 'seasonal', 'Spring', 'Summer', 'Autumn', 'winter', 'Easter', 'Easter', 'Easter Brunch', 'Easter Breakfast', 'Cooking', 'Course', 'Brunch', 'Snack', 'Breakfast', 'Hearty Breakfast', 'Snack', 'Nibble', 'Finger Food', 'Appetizer', 'Party Snack', 'Party Snack', 'Menu', 'Appetizer', 'Low-calorie', 'Low-sugar']"
Spinach Kiwi Smoothie Bowl,https://eatsmarter.com/recipes/spinach-kiwi-smoothie-bowl,"With this breakfast, you start the day with plenty of vitamins and minerals. The power vegetable spinach supports performance with blood-forming iron; lemon, kiwi and apple bring plenty of vitamin C.","['Clean Eating', 'high-fiber', 'Healthy Eating', 'Low-calorie', '100-250 Calorie', 'Raw Food', 'Superfoods', 'Vegan', 'Vegan Breakfast', 'Vegetarian', '10-Minute', 'Smoothie', 'Apple Smoothie', 'Green Smoothie', 'Spinach Smoothie', 'Brunch', 'Breakfast']"
Amaranth Cereal Bars,https://eatsmarter.com/recipes/amaranth-cereal-bars,"Cereal flakes, amaranth, nuts and dried fruit are packed with B-vitamins, while magnesium provides a strong performance boost.","['Granola Bar', 'Baking', 'pastry', 'Low-cholesterol', 'Low-cholesterol Snack', 'diet', '100-250 Calorie', 'non-alcoholic', 'egg-free', 'Superfoods', 'Vegetarian Snack', 'Chronic Kidney Disease', 'Crohn&#039;s Disease', 'Lactation', 'crowdpleaser', 'Picnic', 'Sweet', 'Breakfast', 'Sweet Breakfast', 'Snack', 'Nibbles']"
Multi-Grain Porridge,https://eatsmarter.com/recipes/multi-grain-porridge,"This breakfast provides you with plenty of calcium, which is essential for healthy bones and teeth as well as for muscle and nerve stimulation. The peaches are also a great source of beta-carotene, which supports eye and skin health. ","['muesli', 'Low-cholesterol', 'diet', 'Shred Diet', 'Low-fat', '250-400 Calorie', 'lacto-vegetarian', 'Mineral-rich', 'non-alcoholic', 'Crohn&#039;s Disease', 'Diabetic', 'Fertility', 'Gout', 'Gut Flora', 'Healthy Gallbladder', 'Heart Problems', 'high cholesterol', 'Hypertension', 'Lactation', 'Liver', 'Menopause', 'Osteoarthritis', 'Osteoporosis', 'Pregnancy', 'Stomach Discomfort', 'Stress', 'American', 'Summer', 'Easter Brunch', 'Easter Breakfast', 'Meal for Two', 'everyday meal', 'Cooking', 'Brunch', 'Breakfast', 'Porridge', 'Sweet Breakfast']"
Carrot Juice,https://eatsmarter.com/recipes/carrot-juice,"This freshly pressed vegetable cocktail provides more vital substances with every sip than many a large menu. So that the vitamins, which are only soluble in fat, are also absorbed by the body, a few drops of oil play the taxi for them. Vitamin A is one of these vitamins and its precursor (beta-carotene) is contained in large quantities in the carrots. It gives us beautiful skin and is needed for healthy vision.","['Vegetable', 'Low-cholesterol', 'Low-cholesterol Snack', 'diet', 'Low-fat', 'Healthy Eating', 'lactose-free', 'Lactose-free Beverage', 'non-alcoholic', 'food-combining', 'Vegan', 'Vegan Snack', 'Low-sugar', 'Crohn&#039;s Disease', 'Chronic Kidney Disease', 'Diabetic', 'Elevated Blood Lipid', 'Fertility', 'Gout', 'Gut Flora', 'Healthy Gallbladder', 'Healthy Eyes', 'Heart Problems', 'Hypertension', 'high cholesterol', 'Irritable Bowel Syndrome', 'Lactation', 'Menopause', 'Osteoarthritis', 'Pregnancy', 'Stomach Discomfort', 'Stress', 'German', 'Spring', 'Easter', 'Easter Brunch', 'Easter Breakfast', '15-Minute', 'Easy', 'Meal for Two', 'everyday meal', 'Picnic', 'Quick', 'Beverage', 'non-alcoholic', 'Diet drink', 'Vegetable Juice', 'Power Drink', 'Brunch', 'Breakfast']"
Grilled Asparagus with Poached Egg,https://eatsmarter.com/recipes/grilled-asparagus-with-poached-egg,"This delicious, simple dish is packed with protein from the eggs and folic acid, a powerful fat-soluble vitamin, from the asparagus. ","['nutritional', 'Clean Eating', 'high-fiber', 'High-protein', 'Healthy Eating', '100-250 Calorie', 'Vegetarian', 'Vegetarian asparagus', 'Vegetarian Breakfast', 'Vegetarian Lunch', 'Vegetarian Dinner', 'Vegetarian Snack', 'Vegetarian Entree', 'Spring', 'Spring Dish', 'Spring Vegetable', '20-Minute', 'Simple vegetarian', 'Meal for Two', 'Eggs', 'Poached Egg', 'Vegetable', 'Brunch', 'Snack', 'open-face sandwich', 'Sandwich', 'Breakfast', 'Hearty Breakfast', 'Lunch', 'Dinner']"
German Pancake with Pears,https://eatsmarter.com/recipes/german-pancake-with-pears,These pancakes are packed with valuable fiber from oats and spelt flour.,"['German', 'Vegetarian', 'Austrian', 'Winter cabin', 'Breakfast', 'Sweet Breakfast']"
Eggs Florentine on Sweet Potato Toast,https://eatsmarter.com/recipes/eggs-florentine-on-sweet-potato-toast,This dish is packed with protein from the eggs and cell-protecting antioxidants from the sweet potatoes.,"['Poached Egg', 'nutritional', 'Clean Eating', 'High-protein', 'High-protein Vegetarian Dish', 'Healthy Eating', 'Vegetarian', 'Vegetarian Breakfast', 'Vegetarian Lunch', 'Vegetarian Dinner', 'Vegetarian Entree', 'Cooking', 'Eggs', 'Course', 'Brunch', 'Snack', 'Breakfast', 'Farmer&#039;s Breakfast', 'Hearty Breakfast', 'Lunch', 'Dinner']"
Cottage Cheese with Strawberries and Pumpernickel Crunch,https://eatsmarter.com/recipes/cottage-cheese-with-strawberries-and-pumpernickel-crunch,"Why is Cottage Cheese so popular among fitness fans? It's simple: unlike Gouda or mozzarella, it's particularly low in fat and a great change from low-fat yogurt. In addition, cottage cheese provides magnesium, which supports muscle function and can prevent calf cramps, for example.","['Sweet Breakfast', 'nutritional', 'Clean Eating', 'high-fiber', 'High-protein', 'High-protein Snack', 'Healthy Eating', '400-500 Calorie', 'seasonal', 'Spring', 'Summer', 'Course', 'Brunch', 'Breakfast', 'Snack']"
Almond Flaxseed Porridge with Kiwi,https://eatsmarter.com/recipes/almond-flaxseed-porridge-with-kiwi,"Flaxseed contain not only satiating fiber and vascular-protecting omega-3 fatty acids, but also plenty of blood-forming iron. Due to the Kiwi enzyme actinidin facilitates the digestion of protein.","['Porridge', 'nutritional', 'Clean Eating', 'high-fiber', 'Healthy Eating', '250-400 Calorie', 'Vegan', 'Vegan Breakfast', 'regional', 'European', 'seasonal', 'winter', 'Course', 'Breakfast', 'Sweet Breakfast']"
Apple-Marjoram Open Faced Sandwich,https://eatsmarter.com/recipes/apple-marjoram-open-faced-sandwich,"The hearty, whole wheat sandwich contains abundant amounths of vitamin B6, which promotes healthy skin and a strong nervous system.","['open-face sandwich', 'high-fiber', 'High-fiber Snack', 'Low-cholesterol', 'Low-cholesterol Snack', 'diet', 'Low-fat', 'Low-fat Vegetarian Dish', 'low-fat snack', 'Glyx', '100-250 Calorie', 'lactose-free', 'Lactose-free Snacks', 'Mineral-rich', 'non-alcoholic', 'Vegan', 'Vegan Breakfast', 'Vegan Appetizer', 'Vegan Snack', 'Vegetarian Breakfast', 'Low-sugar', 'Crohn&#039;s Disease', 'Diabetic', 'Elevated Blood Lipid', 'Fertility', 'Gout', 'Gut Flora', 'Healthy Gallbladder', 'Heart Problems', 'high cholesterol', 'Hypertension', 'Irritable Bowel Syndrome', 'Menopause', 'Osteoarthritis', 'Pregnancy', 'Stomach Discomfort', 'Stress', 'Meal for Two', 'Fruit', 'Pome Fruit', 'Breakfast', 'Hearty Breakfast', 'Snack']"
Vegetarian Club Sandwiches,https://eatsmarter.com/recipes/vegetarian-club-sandwiches,"These veggie-packed sandwiches are rich in B vitamins as well as your full daily requirement of immune-system boosting vitamin C, and magnesium which supports healthy muscles.","['Sandwich', 'high-fiber', 'High-fiber Vegetarian Dish', 'Low-cholesterol', 'Low-cholesterol Vegetarian Dish', 'diet', 'Glyx', '400-500 Calorie', 'lacto-vegetarian', 'Mineral-rich', 'non-alcoholic', 'Pescetarian', 'Superfoods', 'Vegetarian', 'Vegetarian Snack', 'Vitamin-rich', 'Low-sugar', 'Elevated Blood Lipid', 'Fertility', 'Healthy Eyes', 'Iron Deficiency', 'Irritable Bowel Syndrome', 'Lactation', 'American', 'Easter Brunch', 'Easter Breakfast', 'Meal for Two', 'everyday meal', 'Sunday cooking', 'Brunch', 'Snack', 'open-face sandwich', 'Toast', 'Breakfast', 'Hearty Breakfast', 'Lunch', 'Dinner', 'Main Course']"
